id,alcohol,chlorides,citric acid,density,feat04,feat07,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
359,9.9,0.073,0.15,0.989,0.5549216685499899,0.3652326223069211,8.6,13.0,3.4,3.398515388168533,5.9,4.49,53.0,1.035
796,9.5,0.094,0.54,0.9984,0.472125203278874,0.6281311780967143,9.9,30.0,3.31,6.458803764283453,2.4,4.82,81.0,0.3
1197,11.3,0.062,0.32,0.9847,0.2271331270967204,0.2929940498268394,7.4,17.0,3.26,6.177193503271142,1.9,4.73,28.0,0.35
55,8.9,0.215,0.5,0.99242,0.6496243287981225,0.5578714451942872,10.1,50.0,3.19,4.7207978574965415,13.7,4.75,83.0,0.49
257,12.0,0.074,0.14,1.0032299999999998,0.7888566604399435,0.6612980381554556,7.4,17.0,3.38,6.675468699943575,2.0,4.61,31.0,0.51
1008,9.9,0.086,0.37,0.9981,0.6999272984098303,0.8382246442276267,10.8,28.0,3.19,5.770830078167811,2.5,4.52,72.0,0.8099999999999999
350,9.7,0.074,0.49,0.9887,0.2365717105177835,0.434348703980424,9.2,23.0,3.38,4.898875511647141,2.5,4.57,73.0,0.46
834,12.0,0.04,0.4,0.99566,0.3552245635241606,0.1782859050931246,8.7,5.0,3.31,3.1910347002584745,6.2,4.5600000000000005,12.0,0.4
246,9.2,0.0919999999999999,0.45,0.9988,0.549420787026268,0.68502948859669,11.5,8.0,2.97,5.804232042957555,1.9,4.66,15.0,0.36
1381,9.4,0.075,0.36,1.0076,0.7954885591107119,0.426254512280489,8.2,12.0,3.37,5.893124085842933,2.2,4.46,46.0,0.41
731,10.6,0.071,0.42,1.00659,0.5334514270462648,0.6863308345912308,9.8,7.0,3.18,6.55728992358196,1.7999999999999998,4.75,12.0,0.37
559,11.1,0.11,0.0,0.98521,0.5331100649760284,0.682333322409802,7.8,8.0,3.39,5.2672351139326,1.7999999999999998,4.59,13.0,0.72
1338,10.4,0.077,0.2,0.9956,0.5577473157944969,0.72104790493677,7.3,30.0,3.4,6.552906085267007,1.7999999999999998,4.64,53.0,0.45
68,12.5,0.0919999999999999,0.49,1.00484,0.5250769642188533,0.5708238602615692,10.1,11.0,3.22,7.530260655178137,4.9,4.52,19.0,0.25
597,10.9,0.096,0.02,0.997,0.4639456737472897,0.5002462871727249,7.3,7.0,3.44,3.504045622073176,4.300000000000001,4.57,11.0,0.86
668,11.0,0.073,0.4,0.99556,0.3850591117621159,0.804811166399631,9.9,16.0,3.17,4.29268347367497,1.4,4.51,19.0,0.305
453,9.2,0.098,0.31,1.0069,0.5992880573307445,0.6079585191624763,6.4,17.0,3.49,6.100416113913203,1.6,4.79,65.0,0.62
310,11.1,0.053,0.4,0.9952,0.4920142105501187,0.4505356051887673,7.2,23.0,3.53,3.801742784881733,1.5,4.63,66.0,0.24
1207,9.6,0.064,0.01,0.9958,0.7203232165616374,0.5677118937868415,7.0,11.0,3.36,7.158085544404905,2.0,4.5600000000000005,26.0,0.53
466,9.9,0.06,0.24,0.9966,0.4683395093811234,0.4365778535647359,9.5,7.0,3.15,4.943629856908132,2.0,4.59,18.0,0.715
131,9.6,0.123,0.52,1.0069,0.4297131648083905,0.3551100624628379,8.899999999999999,14.0,3.28,5.3312679237932405,1.5,4.58,37.0,0.2799999999999999
62,9.6,0.075,0.44,0.99708,0.4516403903771452,0.4193032528187099,9.5,11.0,3.31,5.807384259912705,1.7999999999999998,4.55,23.0,0.45
1244,10.8,0.085,0.69,0.9994,0.5716600898886454,0.6910191395350677,12.1,19.0,3.13,5.949116314672198,2.7,4.61,37.0,0.37
1056,9.5,0.083,0.0,0.9894,0.4789771350938082,0.7212976324925673,9.3,13.0,3.39,7.972888110587697,2.5,4.86,27.0,0.795
455,10.3,0.096,0.08,1.00665,0.6691587225522637,0.7123239229499643,6.8,16.0,3.47,6.318765506479233,2.5,4.58,25.0,0.6799999999999999
467,11.3,0.09,0.0,1.00544,0.6578110397123534,0.3414600607653896,6.8,52.0,3.62,4.98189851145104,2.1,4.68,63.0,0.57
843,10.3,0.108,0.49,0.9904,0.7073356054434506,0.5459305688588885,12.1,14.0,3.19,5.13812583783272,2.6,4.61,43.0,0.37
1365,10.4,0.089,0.08,0.99592,0.4415606985068023,0.547497571651639,7.7,16.0,3.33,5.836979023139829,2.5,4.59,25.0,0.57
145,9.3,0.12,0.27,0.99664,0.5195798133682427,0.6087236667321801,7.9,36.0,3.27,4.240343097498489,3.7,4.45,88.0,0.74
698,9.8,0.084,0.25,0.9874,0.8867735027396287,0.487116286515328,6.6000000000000005,23.0,3.6,5.164004877500587,1.7999999999999998,4.62,48.0,0.39
524,10.9,0.07,0.65,0.98817,0.562866338003804,0.1772724127392336,8.799999999999999,5.0,3.3,4.302977085952847,6.300000000000001,4.58,8.0,0.35
427,11.2,0.071,0.33,0.9849,0.6333704238615131,0.5386712235419172,7.1000000000000005,24.0,3.44,5.507053889588718,2.1,4.75,35.0,0.43
489,9.5,0.115,0.09,0.9871,0.5461820856545473,0.6558327916004343,8.0,12.0,3.21,4.726761376885992,2.1,4.62,44.0,0.49
1307,10.9,0.09,0.1,0.99736,0.7485740062857192,0.6972567987952786,7.6,18.0,3.61,7.578846114600264,2.3,4.69,32.0,0.635
129,11.9,0.064,0.01,1.00371,0.6887817514317152,0.5340443236645783,7.9,33.0,3.44,5.151203452575546,2.0,4.57,42.0,0.715
1072,12.2,0.054,0.04,1.0027,0.7007419554223556,0.4352421329874227,5.4,21.0,3.57,7.034887145464173,1.5,4.62,105.0,0.5
27,9.4,0.087,0.04,0.9887,0.611472218571641,0.4842454252088556,7.1000000000000005,9.0,3.72,6.21103647285217,2.9,4.91,26.0,0.52
1091,9.4,0.089,0.1,1.00803,0.525308034145353,0.0984671518430464,8.5,19.0,3.32,3.560363127270861,2.8,4.55,42.0,0.63
16,10.8,0.076,0.14,0.9875,0.5074114332058707,0.3858118388862184,8.0,5.0,3.45,4.863920648200164,2.3,4.6,14.0,0.58
511,9.6,0.095,0.04,0.9858,0.6586841482857524,0.1408256284006553,7.1000000000000005,21.0,3.38,4.245012415492504,1.4,4.78,50.0,0.52
1209,9.3,0.093,0.4,0.99782,0.5030940178670068,0.5572755423978278,8.799999999999999,18.0,3.33,4.324486912627009,2.5,4.48,68.0,0.34
643,10.4,0.075,0.49,0.9869,0.6298932816764536,0.3718208567879482,12.4,5.0,3.16,5.472447557594094,1.2999999999999998,4.63,4.0,0.44
648,10.8,0.093,0.66,1.0096,0.6800500356714866,0.5506776937970213,12.2,14.0,3.21,5.451387489144464,2.9,4.63,30.0,0.38
128,13.0,0.044,0.15,0.9834,0.6421754780278909,0.3973371219414692,4.8,10.0,3.93,4.449370762645544,2.0,4.5600000000000005,65.0,0.5
1043,12.7,0.075,0.49,1.0121,0.661013044044185,0.625522378896663,13.2,8.0,3.33,5.683232855822483,4.2,4.68,48.0,0.49
1198,9.6,0.094,0.49,0.9987,0.5695015189728742,0.5069179260030552,9.2,23.0,3.38,5.065454516028074,2.5,4.57,74.0,0.45
603,8.9,0.055,0.09,0.98685,0.6563793257165127,0.5802685516760433,8.399999999999999,9.0,3.35,6.841967019742959,2.2,4.55,38.0,1.01
1028,10.5,0.0809999999999999,0.36,0.9978,0.3733738714328745,0.4660934340121816,7.7,19.0,3.38,3.1968119887015902,6.0,4.8,103.0,0.51
165,9.4,0.07,0.0,0.9872,0.7534558998520984,0.3858142769709404,7.3,16.0,3.5,4.189281585901951,1.7999999999999998,4.55,36.0,0.72
431,9.6,0.078,0.24,0.9883,0.5741146849253256,0.7900010296762212,7.7,12.0,3.48,6.915271813607035,1.9,4.78,26.0,0.53
839,9.4,0.117,0.24,0.9914,0.742837010632123,0.2636993403359137,8.799999999999999,33.0,3.35,3.352674109776917,6.5,5.07,136.0,0.715
136,12.1,0.053,0.0,0.98191,0.7055947558133492,0.6683582275029586,5.9,13.0,3.48,6.656184515684819,1.2999999999999998,4.5600000000000005,18.0,0.61
735,9.7,0.073,0.48,0.9972,0.5453474126863018,0.3308219255780932,7.7,24.0,3.35,4.513208746234962,2.5,4.7,83.0,0.36
937,9.5,0.079,0.32,0.99632,0.6018371145684069,0.4706997797575961,7.5,37.0,3.36,4.676691337514278,2.1,4.51,102.0,0.7
1217,9.8,0.074,0.06,1.00615,0.3058745636045036,0.2626491490906731,7.9,11.0,3.38,3.820701494265167,1.6,4.48,41.0,0.54
1211,12.0,0.067,0.37,0.98408,0.8155679071992303,0.49036317058649,8.399999999999999,45.0,3.26,6.510295583951882,1.7999999999999998,4.8100000000000005,72.0,0.32
734,9.2,0.087,0.13,1.00629,0.3502451414281016,0.399115715997251,7.2,27.0,3.37,4.447962065617195,1.5,4.59,40.0,0.55
1366,10.2,0.06,0.46,0.9874,0.401216843672888,0.4620635188155793,10.3,7.0,3.07,6.55728992358196,1.7,4.79,12.0,0.26
527,9.9,0.089,0.31,0.9979,0.6322179011519324,0.910878412387503,9.8,17.0,3.14,7.160092264504337,2.7,4.92,48.0,0.54
1230,10.5,0.078,0.27,0.9884,0.4518135564387476,0.5358561384723939,9.5,26.0,3.34,6.497587181237816,2.7,4.67,55.0,0.755
382,9.9,0.08,0.22,0.99613,0.582543169283747,0.2682195200871097,8.2,27.0,3.33,4.607582706133881,2.0,4.49,107.0,0.6
15,10.3,0.082,0.02,0.99575,0.6445191754258973,0.7784788370632512,7.2,19.0,3.39,6.403009229454962,1.9,4.61,26.0,0.59
187,10.1,0.093,0.24,0.9959,0.6332112892539278,0.8351425175973182,7.1000000000000005,32.0,3.29,5.026301264638236,2.4,4.58,43.0,0.41
323,10.0,0.092,0.49,0.9871,0.4831819654459847,0.4421265915382121,7.8,27.0,3.34,7.565235415123099,2.6,4.61,61.0,0.3
107,10.0,0.095,0.54,1.00735,0.7383675470298796,0.4398906185254068,11.8,24.0,3.05,8.10281022531079,1.4,4.76,41.0,0.41
943,11.4,0.118,0.15,0.9854,0.4202215587357354,0.7344595215704676,7.0,15.0,3.45,6.575255888357884,1.7,4.67,21.0,0.66
1280,9.6,0.079,0.15,0.9968,0.5683264101578421,0.3585067552135189,8.5,12.0,3.26,3.147158251795336,1.7,4.77,54.0,0.715
64,9.3,0.089,0.36,0.99615,0.5214035303346894,0.8448036051582664,7.2,16.0,3.37,6.650591740694249,1.5,4.5600000000000005,35.0,0.43
1378,10.7,0.0609999999999999,0.25,0.99633,0.7906035855674918,0.4287753855915338,6.3,25.0,3.45,6.247634165000425,2.2,4.97,58.0,0.34
1265,10.0,0.1129999999999999,0.24,0.9978,0.5783972948010275,0.5672452497550405,10.1,8.0,3.37,3.47807023344658,2.2,4.52,13.0,0.51
164,12.4,0.064,0.39,0.99528,0.5812860623494196,0.4640860173101757,8.399999999999999,31.0,3.35,6.984090736058428,2.4,4.88,50.0,0.35
993,9.3,0.074,0.1,1.00672,0.472450946603483,0.5690994081400952,7.5,22.0,3.38,5.78106768494912,1.7,4.5600000000000005,57.0,0.92
1291,9.1,0.102,0.61,0.987,0.5499519225568721,0.6255569297706296,8.6,15.0,3.19,4.330614272873936,1.9,4.54,97.0,0.655
708,10.5,0.066,0.43,0.99672,0.7503471349569946,0.3684135359040039,8.399999999999999,33.0,3.56,5.734990962182162,2.4,4.8100000000000005,51.0,0.18
1279,9.2,0.063,0.2,1.00494,0.5449155153134039,0.4466645595875533,7.7,36.0,3.13,4.502882973096424,1.9,4.43,45.0,0.59
1237,10.3,0.0849999999999999,0.3,0.9859,0.4316531274568519,0.6201328350946035,8.0,10.0,3.34,5.190606582909022,1.7999999999999998,4.5600000000000005,24.0,0.48
76,11.2,0.063,0.09,0.99402,0.5657991612290838,0.3917830911175096,6.4,26.0,3.57,4.90353319404581,1.6,4.6,32.0,0.5700000000000001
104,10.8,0.064,0.29,1.00666,0.6798129825480325,0.74271769895662,7.6,21.0,3.43,6.308354709784763,2.1,4.76,49.0,0.23
182,9.2,0.085,0.13,0.9884,0.7405645176239176,0.6972138648917391,8.5,8.0,3.34,5.934536633162324,2.5,4.59,22.0,0.59
546,11.6,0.081,0.09,0.99479,0.4707761302281729,0.6245690458904345,7.2,12.0,3.46,5.3388091620681095,1.9,4.59,14.0,0.56
946,9.3,0.073,0.17,1.0072,0.5405593513064048,0.4595161698153001,8.2,8.0,3.32,6.377913447267232,1.9,4.61,19.0,0.43
353,11.1,0.072,0.0,1.00491,0.6197552846657893,0.5243878207971021,7.0,34.0,3.46,7.456348484834355,2.4,4.5600000000000005,64.0,0.59
1208,9.6,0.08,0.1,0.99855,0.5384676573523073,0.4869631526456151,8.299999999999999,6.0,3.39,5.21103647285217,3.2,4.49,12.0,0.78
197,9.1,0.064,0.37,0.9854,0.3939486010637745,0.6547586055878036,5.8,14.0,3.35,5.094825925696745,1.2999999999999998,4.58,98.0,0.31
1148,10.0,0.057,0.24,0.98576,0.6428458236646792,0.4531382278250207,7.5,30.0,3.46,3.1639303830103587,1.9,4.54,47.0,0.36
767,9.4,0.066,0.02,1.0072,0.6316443223161259,0.5842788360813083,7.2,10.0,3.5,6.997910962369177,2.0,4.67,27.0,0.63
1041,10.9,0.0559999999999999,0.41,1.00396,0.6964932724578008,0.5424663946994207,8.1,8.0,3.32,5.461780786978493,1.4,4.71,36.0,0.33
630,10.6,0.087,0.32,0.9991,0.6326577694707546,0.496903828787189,9.1,12.0,3.41,5.309054373092165,5.5,4.77,47.0,0.39
1266,9.1,0.107,0.0,1.00675,0.6673813253945284,0.510136132653726,7.4,16.0,3.4,5.633794732297758,1.7999999999999998,4.58,40.0,0.64
819,12.2,0.053,0.0,0.99191,0.8080242765136941,0.4074267609668303,5.9,13.0,3.48,4.331854165271441,1.2999999999999998,4.5600000000000005,20.0,0.59
125,10.2,0.098,0.49,1.0004,0.3686393789182946,0.3406886958869235,12.1,14.0,3.19,4.614367853541407,2.6,4.61,40.0,0.37
242,9.4,0.08,0.07,1.00572,0.5935215297995632,0.4378249674435197,7.0,18.0,3.32,5.7613379964644285,1.5,4.6,63.0,0.64
341,10.4,0.092,0.41,0.9882,0.804244948598215,0.4323363375958692,9.0,28.0,3.34,7.121505196280633,3.2,4.53,53.0,0.4599999999999999
1376,11.8,0.056,0.4,0.9912,0.7077259975827627,0.6289906452875373,6.3,42.5,3.28,5.016993886431407,1.2999999999999998,4.59,164.0,0.19
1236,9.4,0.067,0.2,0.9971,0.5891016719984966,0.4674058076554581,7.0,13.0,3.57,5.584722810934148,1.7,4.58,67.0,0.61
649,10.2,0.069,0.49,0.9893,0.502905455436739,0.6398451556323813,12.5,30.0,3.23,5.146722671432236,3.0,4.8,48.0,0.27
380,13.3,0.098,0.66,0.9888,0.5091780327779682,0.4630130341597952,11.6,8.0,3.14,6.172982433670237,6.1000000000000005,4.99,26.0,0.615
994,10.1,0.105,0.03,0.985,0.7311978643120371,0.5990752438825074,7.7,27.0,3.38,4.524575724669847,1.7,4.54,99.0,0.58
635,12.4,0.08,0.57,1.00652,0.6496314763511708,0.5775975508051756,9.3,8.0,3.31,7.314294886295221,4.5,4.57,21.0,0.38
548,10.1,0.094,0.3,1.0072,0.4535322852505728,0.4985743163711936,8.5,13.0,3.43,6.785473801206262,2.0,4.61,52.0,0.61
417,9.4,0.142,0.59,1.0086,0.5947770492526471,0.4162341426876498,10.8,8.0,3.07,4.735955913278182,2.1,5.05,18.0,0.37
1223,9.9,0.064,0.0,0.9972,0.4383173397266416,0.6992396131182892,7.3,18.0,3.5,6.441117332765835,1.7,4.7,34.0,0.59
1317,9.2,0.071,0.44,0.9986,0.6562909650071624,0.7613193768750565,11.6,8.0,3.15,6.564023523525981,3.5,4.82,21.0,0.28
1362,10.3,0.114,0.54,0.98719,0.6998614200054504,0.5151923840201724,7.4,5.0,3.36,3.997877057071864,2.0,4.57,10.0,0.5599999999999999
328,9.8,0.07,0.06,0.9942,0.358297927749755,0.4183530496331708,7.3,7.0,3.2,4.095188724070023,1.2,4.48,12.0,0.6
1271,8.4,0.0849999999999999,0.74,0.9908,0.7279762726348671,0.6943123986187842,14.5,8.0,2.89,5.853387395145008,1.7,4.79,13.0,0.29
184,9.7,0.072,0.43,0.99708,0.6470398304058574,0.5966942067030336,7.6,20.0,3.36,5.479277329998763,2.5,4.68,82.0,0.37
1288,11.3,0.0559999999999999,0.01,1.00472,0.5328925813063813,0.648747305449281,6.3,7.0,3.55,4.082599058109016,2.0,4.5600000000000005,12.0,0.61
297,9.5,0.057,0.04,0.99525,0.7347854911196912,0.474276768369706,7.0,7.0,3.45,3.961989796690265,1.4,4.6,10.0,0.59
660,10.0,0.1119999999999999,0.15,1.00604,0.7466609409379904,0.3790402680235381,7.9,13.0,3.26,5.428984661733642,2.0,4.48,32.0,0.995
223,9.7,0.126,0.31,1.00746,0.5066872621791406,0.4876565261968587,8.899999999999999,26.0,3.13,4.66663425429711,2.4,4.74,66.0,0.47
1115,9.4,0.079,0.1,0.99803,0.6355439812727606,0.4926872488635081,8.5,19.0,3.32,6.792290226844958,2.8,4.55,40.0,0.67
96,9.5,0.083,0.29,1.00642,0.4516902390475688,0.5496527545264748,8.0,23.0,3.19,4.079307500308785,4.2,4.53,63.0,0.84
118,10.9,0.064,0.46,0.99534,0.5690954760066748,0.681317441190987,7.4,26.0,3.43,6.673365160262034,2.0,4.85,46.0,0.36
503,11.5,0.088,0.44,0.9956,0.709706288967741,0.4554035846789815,8.2,8.0,3.33,8.925837280636342,1.7999999999999998,4.64,17.0,0.38
333,9.7,0.07,0.03,0.98745,0.46151369634346,0.4516806038380423,7.4,19.0,3.56,5.77836790737875,2.1,4.58,89.0,0.61
161,10.9,0.119,0.45,0.98708,0.7112368625629567,0.4909219662304166,10.8,36.0,3.26,6.740225656957167,2.5,4.72,66.0,0.52
1155,10.1,0.096,0.28,1.00734,0.3155688841479361,0.5316918527735738,8.899999999999999,19.0,3.29,5.373354497855107,2.6,4.63,71.0,0.64
733,10.3,0.077,0.17,0.9876,0.8569572398645637,0.5835469192201699,9.2,7.0,3.32,5.856407490029069,2.9,4.55,13.0,0.67
531,10.8,0.104,0.38,0.9879,0.6470912262966964,0.2688987121445597,8.5,26.0,3.34,4.774459178161914,2.4,4.7,61.0,0.3999999999999999
1195,11.9,0.066,0.32,0.98456,0.7494339295882767,0.487771150668789,8.7,28.0,3.41,6.412159594634192,1.7,4.72,49.0,0.37
470,11.1,0.104,0.22,0.98612,0.4244422458552148,0.7642828591644558,8.2,7.0,3.4,4.2256114565617855,2.3,4.58,35.0,0.65
1009,9.3,0.068,0.04,1.0055,0.5780748561128044,0.6789380496716942,6.8,8.0,3.42,5.307389337375478,2.0,4.64,15.0,0.52
273,10.4,0.11,0.37,1.0026,0.5162509945812229,0.2852939286410053,10.3,13.0,3.35,4.998802876507088,5.0,4.64,63.0,0.63
623,11.2,0.073,0.0,0.99437,0.5972610613820508,0.2893071962821023,6.5,19.0,3.62,3.635574129182,1.9,4.55,24.0,1.02
1353,9.2,0.07,0.33,1.0078,0.5600635162126127,0.7129262329232896,9.3,11.0,3.27,6.180110749476145,1.2,4.6,28.0,0.5
204,11.0,0.077,0.48,0.98852,0.5943873596189406,0.534565142588371,11.7,10.0,3.12,5.630086117159586,2.5,4.53,18.0,0.3999999999999999
1146,10.0,0.1149999999999999,0.24,0.9898,0.5374286871670816,0.631474030463512,10.6,31.0,3.27,4.756329729622898,2.7,4.67,54.0,0.63
1356,9.5,0.093,0.4,1.00782,0.6046378228485553,0.5479560747328214,8.799999999999999,18.0,3.33,5.599404734339949,2.5,4.48,69.0,0.35
818,10.7,0.161,0.43,0.9982,0.2702273913059662,0.7911760670037135,11.0,29.0,3.2,5.695691328754965,2.0,4.76,64.0,0.49
1001,12.6,0.07,0.42,1.00426,0.5742000699703094,0.4890812662739274,8.5,11.0,3.41,7.982709738847065,2.2,4.77,20.0,0.32
321,10.2,0.098,0.49,1.0104,0.641952846164308,0.5238792834867076,12.1,14.0,3.19,5.115811434726184,2.6,4.61,44.0,0.4
609,9.3,0.067,0.22,0.9867,0.7379368670998249,0.6604230189714663,8.299999999999999,14.0,3.32,6.553758369219997,2.0,4.51,66.0,0.575
1188,10.1,0.0849999999999999,0.19,0.99522,0.6293167557466927,0.4910775184144044,6.2,24.0,3.42,5.526083275306083,1.9,4.78,47.0,0.44
438,10.1,0.08,0.31,0.9994,0.7679587607577696,0.6034449983142608,10.2,28.0,3.21,5.924620819968854,2.1,4.63,62.0,0.58
1182,9.5,0.089,0.31,1.00716,0.6087066812461555,0.435405417653428,7.8,28.0,3.49,5.729472215739782,1.6,4.62,63.0,0.35
750,10.1,0.064,0.1,1.0059,0.4788166222199287,0.5308823287810864,7.1000000000000005,14.0,3.45,6.780392120445004,2.2,4.58,32.0,0.5
919,10.8,0.109,0.04,0.9862,0.4587458603574967,0.3339871935767906,9.0,16.0,3.24,5.625355044527992,2.1,4.6,57.0,0.5700000000000001
157,10.5,0.0829999999999999,0.25,0.98615,0.2026901055563508,0.8607758969960676,7.9,31.0,3.4,5.531005482515773,2.5,4.58,64.0,0.44
717,11.3,0.079,0.0,0.9856,0.5932393252796677,0.4589901099759364,7.2,41.0,3.42,6.165502268057512,2.0,4.84,54.0,0.56
771,9.5,0.071,0.0,0.98632,0.585705318981132,0.5396159829699536,7.3,23.0,3.32,5.124780882822078,2.25,4.45,48.0,0.735
807,9.7,0.063,0.1,0.9858,0.4346250434342598,0.5273928443833562,7.0,36.0,3.44,5.256594274410846,1.6,4.67,53.0,0.59
367,9.2,0.4039999999999999,0.59,0.98702,0.6952120438253486,0.2788581592322247,8.7,18.0,3.06,4.607109712869028,1.2999999999999998,5.34,44.0,0.45
1206,11.2,0.091,0.07,1.00572,0.6730912144355274,0.6828193148763911,7.2,17.0,3.41,5.131591736726312,2.4,4.6,22.0,0.71
198,9.8,0.069,0.19,1.00547,0.4600108541778914,0.5190030947618192,7.1000000000000005,15.0,3.41,5.352283200570927,1.6,4.64,25.0,0.47
504,9.7,0.104,0.14,0.99732,0.5271085739501998,0.4928086568068365,6.7,11.0,3.69,4.82599239878842,2.3,4.65,39.0,0.44
1282,10.3,0.069,0.49,0.9894,0.8229100270676247,0.6256543369156559,12.6,29.0,3.15,6.113206435999541,2.5,4.75,71.0,0.35
245,11.9,0.068,0.33,1.0047,0.4595116629472068,0.5833173835358713,7.6,11.0,3.39,4.936520398525577,2.3,4.6,24.0,0.37
516,11.6,0.08,0.56,0.9964,0.6550617069996507,0.7773043476965483,9.6,8.0,3.18,8.445041436584313,2.7,4.92,18.0,0.31
147,9.8,0.064,0.16,0.98606,0.6650180390931473,0.6514204047531581,7.2,10.0,3.4,5.455474708643654,2.0,4.55,24.0,0.645
962,9.0,0.065,0.05,0.9974,0.415929367628238,0.5395186352394162,7.9,17.0,3.29,4.195964006031746,2.6,4.61,26.0,0.71
435,11.2,0.072,0.1,0.98512,0.5879819195511744,0.5868613208073713,6.1000000000000005,41.0,3.55,5.688850654006734,2.1,4.76,51.0,0.55
54,11.8,0.064,0.34,1.00516,0.6582018547620053,0.3811765865581458,9.3,14.0,3.29,6.531005482515773,1.9,4.84,27.0,0.3
450,9.5,0.072,0.27,1.00782,0.8405627780572796,0.5025671888422705,9.7,25.0,3.3,4.755343388861021,2.2,4.55,142.0,0.57
474,12.5,0.0819999999999999,0.49,0.99484,0.5926426441525389,0.2896737083010607,10.1,11.0,3.22,5.958138058220377,4.9,4.52,16.0,0.29
799,9.1,0.0819999999999999,0.45,1.0088,0.6926455630883441,0.3845051074701814,11.5,8.0,2.97,5.168712339131867,1.9,4.66,17.0,0.36
681,11.2,0.0489999999999999,0.64,1.00494,0.6249933011219166,0.3023692542484966,6.9,26.0,3.37,6.1223049082438585,2.0,4.71,50.0,0.18
1350,9.2,0.415,0.51,1.00623,0.5124982760131847,0.7475097014132569,8.899999999999999,14.0,3.03,6.629031887584297,1.6,5.17,68.0,0.8
940,11.0,0.081,0.32,0.9964,0.6806130597811534,0.6500610714141525,8.6,34.0,3.33,6.832346271610738,2.1,4.72,79.0,0.38
905,10.9,0.088,0.13,0.98528,0.5996314770807823,0.5731372452042338,7.6,36.0,3.46,5.742491741090158,2.3,4.59,63.0,0.54
387,12.1,0.073,0.38,0.99468,0.4020389759462162,0.5085905957663374,8.899999999999999,12.0,3.33,7.25995104031975,3.2,4.73,20.0,0.35
1367,12.8,0.062,0.24,1.0056,0.5215034844940325,0.6576788630418887,10.5,17.0,3.25,6.053349498230605,2.0,4.66,34.0,0.29
120,10.5,0.0579999999999999,0.0,0.9977,0.6942198666720034,0.5850151987179677,9.3,7.0,3.21,6.709259290464109,1.7999999999999998,4.63,12.0,0.61
159,10.4,0.0999999999999999,0.5,0.98734,0.5947340247564604,0.5468694774442436,11.5,22.0,3.18,4.567578342718242,1.7,4.57,48.0,0.38
36,9.6,0.09,0.26,0.98975,0.4356301485023399,0.5371058505731542,9.5,27.0,3.27,4.195921303075386,3.3,4.62,89.0,0.6
405,11.0,0.056,0.47,1.0078,0.4486123153624922,0.5500677152915613,10.7,8.0,3.18,6.128607389524837,2.0,4.9,22.0,0.25
1352,11.3,0.071,0.32,0.99416,0.5664127784708581,0.5869909955380964,7.2,11.0,3.31,6.664971105446923,3.5,4.49,30.0,0.41
879,12.3,0.074,0.52,0.99509,0.4325272189577068,0.7638204353665546,9.8,15.0,3.39,6.800844884319832,2.1,4.76,27.0,0.33
1383,10.5,0.083,0.21,1.00532,0.5605088933840116,0.4077362044343362,8.2,16.0,3.37,5.081440934666897,1.7999999999999998,4.47,41.0,1.19
200,10.55,0.065,0.17,0.99514,0.7713284712367285,0.69091607138454,7.2,17.0,3.47,7.95099405092013,1.6,4.68,25.0,0.5800000000000001
951,9.1,0.098,0.26,0.9881,0.5919471212003651,0.472905835645752,8.0,25.0,3.46,5.464020396400149,1.7999999999999998,4.74,52.0,0.45
475,9.6,0.08,0.18,0.98768,0.801254577742858,0.8113170159888353,7.5,14.0,3.55,7.10281022531079,2.0,4.73,26.0,0.49
508,13.9,0.06,0.0,1.0016,0.610072476322881,0.3551826020741868,5.4,29.0,3.71,4.958138058220377,1.7,4.79,65.0,0.32
52,9.2,0.0809999999999999,0.1,0.996,0.5918057365706328,0.7732239815732644,7.2,29.0,3.31,2.8134809852916782,1.2999999999999998,4.61,62.0,0.62
853,9.9,0.1169999999999999,0.22,1.0004,0.4868920149408043,0.5010525139190843,10.9,19.0,3.31,4.945840082363972,2.6,4.98,34.0,0.67
1358,9.6,0.087,0.18,0.99739,0.5515798388030135,0.502650350863128,9.1,17.0,3.23,6.071251632828257,2.4,4.47,50.0,0.765
61,10.4,0.073,0.06,0.99489,0.4086393856906027,0.6132657262034155,6.7,31.0,3.41,6.263789065102453,1.9,4.83,45.0,0.52
704,10.7,0.071,0.4,1.0063,0.5869445684299692,0.7047263241724564,6.6000000000000005,10.0,3.59,6.422474428830187,2.3,4.73,17.0,0.49
110,9.6,0.074,0.21,0.9868,0.5723669320318949,0.6078275895510513,8.399999999999999,7.0,3.23,6.591754709674647,1.6,4.52,15.0,0.71
678,9.9,0.09,0.21,0.9862,0.2533046329886394,0.6127717517184761,8.1,35.0,3.28,4.414148546391955,2.0,4.51,141.0,0.6799999999999999
347,9.1,0.104,0.15,1.00786,0.7783359306751212,0.6208547577451285,7.7,31.0,3.17,5.979437782493267,3.6,4.58,96.0,0.3999999999999999
277,9.1,0.0819999999999999,0.22,1.00499,0.60965465125591,0.4110560855453241,7.7,45.0,3.13,5.6084715743607125,1.7,4.42,62.0,0.57
416,9.8,0.07,0.21,0.9862,1.0,0.4039588422998266,8.1,35.0,3.28,4.082952369814254,2.0,4.51,140.0,0.69
816,10.4,0.0819999999999999,0.12,0.98865,0.5817990716619936,0.6191839701962779,9.8,32.0,3.33,5.314148903823831,2.8,4.64,73.0,0.79
